rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,female_pct,male_pct,rank_clean
6610,601–800,university of granada,26.0–33.4,6610,23.5,666,19.0,620,48.3,592,35.0,1012,47.0,552,Spain,52989.0,14.9,10.0,57 : 43,University of Granada,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Communication & Media Studies,Architecture,History, Philosophy & Theology,Sociology,Chemical Engineering,Education,Accounting & Finance,Geography,Law,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Electrical & Electronic Engineering,Business & Management,Sport Science,Archaeology,Other Health,Computer Science,Physics & Astronomy,Medicine & Dentistry",False,False,56.99999999999999,43.0,700.5
6690,601–800,ilmenau university of technology,26.0–33.4,6690,26.7,530,11.8,925,30.7,822,40.3,585,58.6,380,Germany,6253.0,8.0,20.0,27 : 73,Ilmenau University of Technology,"Law,Civil Engineering,Communication & Media Studies,Education,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Computer Science,Accounting & Finance,General Engineering,Business & Management",False,False,27.0,73.0,700.5
6780,601–800,iscte-university institute of lisbon,26.0–33.4,6780,25.5,574,24.9,439,25.0,909,37.3,777,49.1,523,Portugal,8866.0,25.2,13.0,49 : 51,ISCTE-University Institute of Lisbon,"History, Philosophy & Theology,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Business & Management,Accounting & Finance,Communication & Media Studies,Architecture,Psychology",False,False,49.0,51.0,700.5
6890,601–800,universiti kebangsaan malaysia,26.0–33.4,6890,34.3,319,21.4,528,18.4,1015,36.2,882,43.3,635,Malaysia,18904.0,11.1,14.0,60 : 40,Universiti Kebangsaan Malaysia,"Architecture,Other Health,Chemical Engineering,Mathematics & Statistics,Communication & Media Studies,Accounting & Finance,Computer Science,Mechanical & Aerospace Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,History, Philosophy & Theology,Civil Engineering,Sport Science,Languages, Literature & Linguistics,Education,Biological Sciences,General Engineering,Physics & Astronomy,Economics & Econometrics,Archaeology,Chemistry,Geography,Veterinary Science,Business & Management,Electrical & Electronic Engineering,Sociology,Law",False,False,60.0,40.0,700.5
6960,601–800,university of las palmas de gran canaria,26.0–33.4,6960,29.4,451,10.9,991,35.1,766,34.0,1226,34.1,806,Spain,18532.0,16.4,7.0,56 : 44,University of Las Palmas de Gran Canaria,"Education,Physics & Astronomy,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),General Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Architecture,Sport Science,Archaeology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Law,Veterinary Science,Civil Engineering,Geography,Computer Science,Sociology,Biological Sciences,Chemical Engineering",False,False,56.00000000000001,44.0,700.5
6980,601–800,university of leoben,26.0–33.4,6980,28.3,478,11.8,926,37.8,730,54.5,248,70.6,247,Austria,3103.0,6.1,16.0,23 : 77,University of Leoben,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Physics & Astronomy,Chemistry,Civil Engineering,General Engineering",False,False,23.0,77.0,700.5
7010,601–800,university of lorraine,26.0–33.4,7010,20.3,813,12.8,867,59.6,495,39.6,616,60.1,351,France,57103.0,19.0,15.0,52 : 48,University of Lorraine,"Biological Sciences,Other Health,Economics & Econometrics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Architecture,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Education,Veterinary Science,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Chemistry,Business & Management,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Sociology",False,False,52.0,48.0,700.5
7100,601–800,miguel hernández university of elche,26.0–33.4,7100,24.4,624,12.4,895,43.2,657,36.9,810,31.4,864,Spain,13667.0,20.8,4.0,50 : 50,Miguel Hernández University of Elche,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Business & Management,Agriculture & Forestry,Law,Other Health,Communication & Media Studies,Sport Science,Biological Sciences,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology,Politics & International Studies (incl Development Studies)",False,False,50.0,50.0,700.5
7130,601–800,monterrey institute of technology,26.0–33.4,7130,22.0,736,16.1,721,39.8,701,73.5,121,59.9,355,Mexico,14215.0,16.1,11.0,41 : 59,Monterrey Institute of Technology Tecnológico de Monterrey Instituto Tecnológico y de Estudios Superiores de Monterrey ITESM,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,Computer Science,Medicine & Dentistry,Agriculture & Forestry,Chemistry,Mathematics & Statistics,General Engineering,Communication & Media Studies,Architecture,Education,Business & Management,Economics & Econometrics,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Other Health,Politics & International Studies (incl Development Studies),Chemical Engineering,Law,Accounting & Finance",False,False,41.0,59.0,700.5
7190,601–800,national autonomous university of mexico,26.0–33.4,7190,32.6,361,28.1,371,19.2,1000,55.7,239,40.5,675,Mexico,162018.0,13.6,6.0,51 : 49,National Autonomous University of Mexico,"Accounting & Finance,Law,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Veterinary Science,Education,Physics & Astronomy,Medicine & Dentistry,Biological Sciences,Mathematics & Statistics,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Mechanical & Aerospace Engineering,Sociology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Business & Management,Agriculture & Forestry,Psychology",False,False,51.0,49.0,700.5
7200,601–800,national institute of applied sciences of lyon (insa lyon),26.0–33.4,7200,27.6,506,15.0,762,38.1,723,65.3,171,76.9,195,France,6125.0,8.8,29.0,32 : 68,National Institute of Applied Sciences of Lyon (INSA Lyon),"Electrical & Electronic Engineering,Computer Science,Civil Engineering,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",False,False,32.0,68.0,700.5
7260,601–800,new mexico state university (main campus),26.0–33.4,7260,21.8,746,14.3,788,53.9,545,38.6,683,35.5,778,United States,13329.0,17.3,8.0,53 : 47,New Mexico State University (Main campus),"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Geography,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Sociology,Communication & Media Studies,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Agriculture & Forestry,Biological Sciences,General Engineering,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Education,Physics & Astronomy",False,False,53.0,47.0,700.5
7330,601–800,open university of catalonia,26.0–33.4,7330,12.8,1238,12.5,886,71.3,341,34.9,1030,39.8,697,Spain,20133.0,54.6,3.0,55 : 45,Open University of Catalonia,"Psychology,Communication & Media Studies,Art, Performing Arts & Design,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Education,Business & Management,Law,Languages, Literature & Linguistics,Other Health,Sociology,Accounting & Finance",False,False,55.00000000000001,45.0,700.5
7350,601–800,university of oviedo,26.0–33.4,7350,25.5,576,14.7,776,50.8,568,38.0,725,34.1,808,Spain,18689.0,10.8,3.0,52 : 48,University of Oviedo,"Other Health,Chemistry,Civil Engineering,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Accounting & Finance,General Engineering,Geography,Business & Management,Education,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Computer Science,Law,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Archaeology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology",False,False,52.0,48.0,700.5
7410,601–800,polytechnic university of valencia,26.0–33.4,7410,25.4,579,12.0,915,45.2,625,44.5,422,47.5,547,Spain,21945.0,9.4,13.0,38 : 62,Polytechnic University of Valencia,"Other Health,Geography,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Civil Engineering,History, Philosophy & Theology,General Engineering,Business & Management,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Computer Science,Architecture,Geology, Environmental, Earth & Marine Sciences",False,False,38.0,62.0,700.5
7490,601–800,university of rennes 1,26.0–33.4,7490,19.1,899,15.4,745,49.8,581,36.4,859,55.1,427,France,27685.0,17.4,11.0,53 : 47,University of Rennes 1,"Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Computer Science,Other Health,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Accounting & Finance,Education,Chemistry,Sociology,Biological Sciences,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Chemical Engineering,Mathematics & Statistics,Sport Science,Civil Engineering,Law,Archaeology,General Engineering",False,False,53.0,47.0,700.5
7530,601–800,rudn university,26.0–33.4,7530,38.3,239,10.3,1031,19.6,995,36.9,811,70.7,244,Russian Federation,19350.0,10.8,25.0,58 : 42,RUDN University,"Agriculture & Forestry,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology,Education,Archaeology,Computer Science,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Mathematics & Statistics,History, Philosophy & Theology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemistry,Geography,Art, Performing Arts & Design,Chemical Engineering,Veterinary Science,Other Health,General Engineering,Sport Science,Sociology,Architecture,Law,Business & Management,Electrical & Electronic Engineering,Biological Sciences",False,False,57.99999999999999,42.0,700.5
7550,601–800,university of salamanca,26.0–33.4,7550,27.8,500,15.2,755,33.6,793,35.6,949,49.5,517,Spain,29243.0,17.7,15.0,58 : 42,University of Salamanca,"Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,General Engineering,Geography,Archaeology,Computer Science,Agriculture & Forestry,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Other Health,Biological Sciences,Sociology,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Economics & Econometrics,Physics & Astronomy,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering",False,False,57.99999999999999,42.0,700.5
7580,601–800,university of santiago de compostela,26.0–33.4,7580,26.8,529,16.0,726,50.5,574,39.0,657,44.3,617,Spain,26118.0,15.2,8.0,62 : 38,University of Santiago de Compostela,"Agriculture & Forestry,Geography,Psychology,Computer Science,General Engineering,Accounting & Finance,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Chemical Engineering,Chemistry,Medicine & Dentistry,Biological Sciences,Sociology,Other Health,Politics & International Studies (incl Development Studies),Business & Management,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Education,Art, Performing Arts & Design,Veterinary Science,Mathematics & Statistics,Communication & Media Studies",False,False,62.0,38.0,700.5
7600,601–800,university of seville,26.0–33.4,7600,27.0,525,18.8,627,38.7,720,36.6,838,38.4,719,Spain,55395.0,19.4,7.0,54 : 46,University of Seville,"Electrical & Electronic Engineering,Education,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Archaeology,History, Philosophy & Theology,Geography,Computer Science,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,Art, Performing Arts & Design,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Sport Science,Architecture,Chemical Engineering,General Engineering,Communication & Media Studies,Law,Psychology,Chemistry",False,False,54.0,46.0,700.5
7760,601–800,technical university of madrid,26.0–33.4,7760,31.1,406,13.9,808,37.9,729,42.6,480,47.5,548,Spain,39269.0,13.2,13.0,32 : 68,Technical University of Madrid,"Computer Science,Biological Sciences,General Engineering,Agriculture & Forestry,Art, Performing Arts & Design,Civil Engineering,Architecture,Chemical Engineering,Sport Science,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Education",False,False,32.0,68.0,700.5
7770,601–800,university of technology of compiègne,26.0–33.4,7770,24.2,636,9.9,1060,50.1,578,41.9,509,82.7,137,France,4254.0,15.9,24.0,37 : 63,University of Technology of Compiègne,"Electrical & Electronic Engineering,Computer Science,Mechanical & Aerospace Engineering,Biological Sciences,General Engineering",False,False,37.0,63.0,700.5
7800,601–800,universiti teknologi malaysia,26.0–33.4,7800,35.9,289,24.4,454,23.3,944,44.8,416,57.1,397,Malaysia,17726.0,10.9,17.0,52 : 48,Universiti Teknologi Malaysia,"Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Chemistry,Other Health,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Psychology,Accounting & Finance,Education,History, Philosophy & Theology,Civil Engineering,Sport Science,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,Economics & Econometrics,General Engineering,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Biological Sciences",False,False,52.0,48.0,700.5
7880,601–800,university of vigo,26.0–33.4,7880,26.0,561,14.8,771,35.3,765,39.0,660,41.7,663,Spain,19699.0,17.0,6.0,50 : 50,University of Vigo,"History, Philosophy & Theology,Law,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Politics & International Studies (incl Development Studies),Chemistry,Chemical Engineering,Psychology,Accounting & Finance,General Engineering,Education,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Sport Science,Communication & Media Studies,Business & Management,Mechanical & Aerospace Engineering,Civil Engineering,Agriculture & Forestry,Geography,Archaeology,Computer Science,Geology, Environmental, Earth & Marine Sciences",False,False,50.0,50.0,700.5
8000,601–800,university of zaragoza,26.0–33.4,8000,27.9,495,12.4,896,47.7,603,38.1,721,37.0,747,Spain,28008.0,10.3,4.0,54 : 46,University of Zaragoza,"Sport Science,Psychology,Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,History, Philosophy & Theology,Mathematics & Statistics,Chemistry,General Engineering,Communication & Media Studies,Education,Architecture,Veterinary Science,Geography,Sociology,Business & Management,Mechanical & Aerospace Engineering,Law,Agriculture & Forestry,Economics & Econometrics,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Other Health,Electrical & Electronic Engineering,Accounting & Finance,Physics & Astronomy",False,False,54.0,46.0,700.5
8020,801–1000,university of a coruña,19.0–25.9,8020,22.8,704,12.4,892,26.1,891,35.6,937,30.9,872,Spain,15159.0,11.4,2.0,52 : 48,University of A Coruña,"Sociology,Education,Chemistry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Medicine & Dentistry,Accounting & Finance,Other Health,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Architecture,General Engineering,Economics & Econometrics,Sport Science,Biological Sciences,Computer Science,Physics & Astronomy,Agriculture & Forestry,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Law,Languages, Literature & Linguistics,Communication & Media Studies",False,False,52.0,48.0,900.5
8040,801–1000,agh university of science and technology,19.0–25.9,8040,16.6,1036,13.1,847,26.6,882,36.7,824,20.4,1113,Poland,31252.0,14.1,2.0,,AGH University of Science and Technology,"Mechanical & Aerospace Engineering,Computer Science,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering",False,False,,,900.5
8150,801–1000,"asia university, taiwan",19.0–25.9,8150,14.5,1165,22.5,494,19.4,999,77.3,103,26.3,961,Taiwan,12320.0,26.0,3.0,58 : 42,"Asia University, Taiwan","Law,Business & Management,Computer Science,Education,Other Health,Accounting & Finance,Agriculture & Forestry,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Veterinary Science",False,False,57.99999999999999,42.0,900.5
8160,801–1000,atılım university,19.0–25.9,8160,14.3,1177,9.3,1095,38.7,719,35.6,938,33.0,831,Turkey,7624.0,13.7,7.0,40 : 60,Atılım University Atilim,"Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Mathematics & Statistics,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),General Engineering,Civil Engineering,Architecture,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Business & Management,Law,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Psychology",False,False,40.0,60.0,900.5
8180,801–1000,universidad autónoma de querétaro,19.0–25.9,8180,29.4,449,7.6,1214,17.3,1030,44.1,429,22.0,1069,Mexico,21812.0,36.8,1.0,56 : 44,Universidad Autónoma de Querétaro,"Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,Sport Science,Mathematics & Statistics,Electrical & Electronic Engineering,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Agriculture & Forestry,Chemistry,Physics & Astronomy,History, Philosophy & Theology,Sociology,Law,Psychology,Business & Management,Chemical Engineering,Veterinary Science,Architecture,Economics & Econometrics,Computer Science,Biological Sciences,Communication & Media Studies",False,False,56.00000000000001,44.0,900.5
8300,801–1000,university of brasília,19.0–25.9,8300,22.3,720,13.0,856,25.8,900,37.6,749,30.3,882,Brazil,52039.0,18.4,2.0,51 : 49,University of Brasília,"Civil Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Psychology,Electrical & Electronic Engineering,Sociology,Geography,Economics & Econometrics,Physics & Astronomy,Computer Science,Art, Performing Arts & Design,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics,Law,Architecture,Chemical Engineering,Biological Sciences,Veterinary Science,Other Health,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Education,Sport Science,Politics & International Studies (incl Development Studies),Mathematics & Statistics,General Engineering",False,False,51.0,49.0,900.5
8340,801–1000,university of burgos,19.0–25.9,8340,19.4,873,11.3,958,25.1,907,36.9,805,33.2,827,Spain,7394.0,13.4,3.0,56 : 44,University of Burgos,"Education,Other Health,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Accounting & Finance,Civil Engineering,Architecture,Languages, Literature & Linguistics,Law,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sociology,Veterinary Science,General Engineering,Biological Sciences,Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Medicine & Dentistry,Archaeology,Geography,Economics & Econometrics,Physics & Astronomy,Agriculture & Forestry,Sport Science,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design",False,False,56.00000000000001,44.0,900.5
8360,801–1000,"california polytechnic state university, san luis obispo",19.0–25.9,8360,15.8,1077,11.0,982,40.4,694,37.1,789,34.9,792,United States,19461.0,20.1,2.0,48 : 52,"California Polytechnic State University, San Luis Obispo","Agriculture & Forestry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Sociology,Art, Performing Arts & Design,Education,Computer Science,Biological Sciences,Other Health,Mathematics & Statistics,Psychology,Communication & Media Studies,Electrical & Electronic Engineering,General Engineering,Geography,Physics & Astronomy,Chemical Engineering,Architecture,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Business & Management,Veterinary Science,Archaeology,Civil Engineering,History, Philosophy & Theology",False,False,48.0,52.0,900.5
8400,801–1000,university of cergy-pontoise,19.0–25.9,8400,14.7,1154,12.7,869,18.8,1005,34.5,1079,60.2,350,France,17161.0,19.1,15.0,56 : 44,University of Cergy-Pontoise,"Biological Sciences,Communication & Media Studies,Architecture,Mathematics & Statistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Veterinary Science,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,General Engineering,Economics & Econometrics,Geography,Chemical Engineering,Archaeology,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Civil Engineering,Education,Law,Sociology,Computer Science,Sport Science,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management",False,False,56.00000000000001,44.0,900.5
8570,801–1000,dublin institute of technology,19.0–25.9,8570,14.3,1180,11.9,920,34.9,772,35.0,1010,73.4,223,Ireland,15288.0,21.0,20.0,42 : 58,Dublin Institute of Technology,"General Engineering,Sociology,Electrical & Electronic Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Law,Communication & Media Studies,Economics & Econometrics,Chemistry,Architecture,Business & Management,Civil Engineering,Geography,Computer Science,Biological Sciences,Education,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,42.0,57.99999999999999,900.5
8670,801–1000,federal university of pelotas,19.0–25.9,8670,22.1,729,10.4,1021,42.0,675,34.0,1213,20.6,1106,Brazil,18700.0,14.0,1.0,56 : 44,Federal University of Pelotas,"Sport Science,Geography,Mathematics & Statistics,Other Health,Civil Engineering,Medicine & Dentistry,Computer Science,General Engineering,History, Philosophy & Theology,Sociology,Education,Psychology,Accounting & Finance,Art, Performing Arts & Design,Architecture,Communication & Media Studies,Physics & Astronomy,Veterinary Science,Chemistry,Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Archaeology,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Business & Management,Agriculture & Forestry",False,False,56.00000000000001,44.0,900.5
8690,801–1000,federal university of são carlos,19.0–25.9,8690,26.3,542,13.1,849,15.3,1064,40.4,579,23.4,1039,Brazil,18258.0,14.6,2.0,49 : 51,Federal University of São Carlos,"Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sociology,Archaeology,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Economics & Econometrics,Mathematics & Statistics,Sport Science,Geography,History, Philosophy & Theology,Agriculture & Forestry,Medicine & Dentistry,Business & Management,Chemistry,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,General Engineering,Accounting & Finance,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Politics & International Studies (incl Development Studies),Chemical Engineering,Mechanical & Aerospace Engineering,Education,Architecture,Veterinary Science",False,False,49.0,51.0,900.5
8740,801–1000,university of la frontera,19.0–25.9,8740,15.1,1130,16.7,698,32.9,798,34.0,1215,45.9,573,Chile,10310.0,26.5,0.0,44 : 56,University of La Frontera,"Computer Science,Sociology,Electrical & Electronic Engineering,Veterinary Science,Law,Psychology,Agriculture & Forestry,Sport Science,Education,Medicine & Dentistry,General Engineering,Civil Engineering,Business & Management",False,False,44.0,56.00000000000001,900.5
8800,801–1000,hyogo college of medicine,19.0–25.9,8800,28.7,468,11.9,922,36.2,754,34.0,1220,15.9,1221,Japan,878.0,1.9,1.0,36 : 64,Hyogo College of Medicine,"Medicine & Dentistry,Other Health",False,False,36.0,64.0,900.5
8820,801–1000,indian institute of technology (indian school of mines) dhanbad,19.0–25.9,8820,24.8,605,14.1,798,39.3,713,49.6,321,13.7,1254,India,7370.0,23.0,1.0,14 : 86,Indian Institute of Technology (Indian School of Mines) Dhanbad,"Computer Science,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Psychology,History, Philosophy & Theology,Chemistry,Physics & Astronomy,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False,14.000000000000002,86.0,900.5
8830,801–1000,universidad industrial de santander (uis),19.0–25.9,8830,13.0,1232,8.2,1188,32.3,804,34.5,1084,39.6,699,Colombia,20014.0,23.9,0.0,46 : 54,Universidad Industrial de Santander (UIS),"Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemistry,Computer Science,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sociology,History, Philosophy & Theology,Civil Engineering,Veterinary Science,Chemical Engineering,Law,Agriculture & Forestry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,General Engineering,Business & Management,Physics & Astronomy,Education,Biological Sciences",False,False,46.0,54.0,900.5
8880,801–1000,iuliu haţieganu university of medicine and pharmacy cluj-napoca,19.0–25.9,8880,20.7,798,8.4,1174,32.5,802,34.0,1222,62.0,332,Romania,7121.0,6.9,33.0,64 : 36,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Medicine & Dentistry,False,False,64.0,36.0,900.5
8890,801–1000,university of jaén,19.0–25.9,8890,18.4,929,13.0,857,36.1,757,35.2,988,34.9,793,Spain,15728.0,19.2,8.0,55 : 45,University of Jaén,"Electrical & Electronic Engineering,Psychology,Archaeology,Sociology,Civil Engineering,Accounting & Finance,Education,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemical Engineering,Biological Sciences,Economics & Econometrics,Computer Science,Law,Other Health,Chemistry,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy,General Engineering",False,False,55.00000000000001,45.0,900.5
9070,801–1000,kyushu institute of technology (kyutech),19.0–25.9,9070,19.3,885,12.3,899,23.1,947,48.0,361,26.3,962,Japan,5723.0,16.4,4.0,13 : 87,Kyushu Institute of Technology (Kyutech),"Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Computer Science,General Engineering,Civil Engineering,Physics & Astronomy,Electrical & Electronic Engineering",False,False,13.0,87.0,900.5
